DateTime:,24:03.1,,,,,,,,,,,,,,,
name,platform,release year,publisher,north america sales,PAL sales,japan sales,rest of world sales,global sales,release date,critic score,critic outof,critic count,user score,user count,developer,rating
The Fish Files,Unknown,31st Dec 20  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Asterix & Obelix,Infogrames,01st Jan 95  ,Infogrames,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nakayoshi Cooking Series 1: Oishii Cake Okusan,MTO,15th Dec 00  ,MTO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nakayoshi Cooking Series 2: Oishii Pan Okusan,MTO,20th Apr 01  ,MTO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Slave Zero,Infogrames,31st Oct 99  ,Infogrames,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Full Time Soccer,Datel,01st Jan 00  ,Datel,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Fairy Kitty no Kaiun Jiten: Yousei no Kuni no Uranai Shugyou,Imagineer,11th Dec 98  ,Imagineer,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Griffin,Nippon Telenet,26th Jul 91  ,Nippon Telenet,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Head Buster,NCS,15th Mar 91  ,NCS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Heavyweight Champ,Sims,27th Dec 91  ,Sims,N/A,N/A,N/A,N/A,N/A,,,,,,,,
House of Tarot,Sega,08th Mar 91  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hurricanes,U.S. Gold,01st Dec 94  ,U.S. Gold,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Iron Man / X-O Manowar in Heavy Metal,Acclaim Entertainment,01st Jan 96  ,Acclaim Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""J-League GG Pro Striker 94""",Sega,22nd Jul 94  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
J-League Soccer: Dream Eleven,Sega,24th Nov 95  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Jeopardy! Sports Edition,GameTek,01st Jan 94  ,GameTek,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Jurassic Park,Sega,01st Jan 93  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Kinetic Connection,Sega,29th Mar 91  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Land of Illusion starring Mickey Mouse,Sega,01st Jan 93  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Madouou Granzort,Hudson Soft,06th Apr 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Magical Chase,NEC,01st Jan 93  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Mahjong Gakuen Toumasou Shirou Toujou,FACE,24th Nov 89  ,FACE,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Mahjong Gakuen Toumasou Shirou Toujou Mild,FACE,29th Jun 90  ,FACE,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Mahjong Goku Special,Sunsoft,10th Aug 90  ,Sunsoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Mahjong Haouden: Kaisers Quest""",UPL,28th Feb 92  ,UPL,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Mahjong Shikaku Retsuden: Mahjong Wars,Nihon Bussan,01st Feb 90  ,Nihon Bussan,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Maison Ikkoku,Micro Cabin,04th Aug 89  ,Micro Cabin,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Makai Hakkenden Shada,Data East,01st Apr 89  ,Data East,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Makai Prince Dorabocchan,Naxat Soft,21st Dec 90  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Maniac Pro-Wrestling: Ashita e no Tatakai,Hudson Soft,25th May 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
M\xc3\xa4rchen Maze,Namco,11th Dec 90  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Somer Assault,Atlus,01st Jan 92  ,Atlus,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Metal Stoker,FACE,12th Jul 91  ,FACE,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Momotarou Densetsu II,Hudson Soft,22nd Dec 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Momotarou Densetsu Turbo,Hudson Soft,20th Jul 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Momotarou Katsugeki,Hudson Soft,21st Sep 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Momotaru Densetsu Gaiden 1: Dai 1 Shuu,Hudson Soft,04th Dec 92  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Monster Pro Wrestling,ASK,22nd Nov 91  ,ASK,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Morita Shogi PC,NEC,27th Sep 91  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Moto Roader II,NCS,29th Mar 91  ,NCS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Mr. Heli no Daibouken,Irem Software Engineering,01st Dec 89  ,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Naxat Open,Naxat Soft,30th May 89  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Naxat Stadium,Naxat Soft,26th Oct 90  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nazo no Masquerade,NCS,02nd Mar 90  ,NCS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Necros no Yousai,ASK,20th Apr 90  ,ASK,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nekketsu Koukou Dodge Ball-Bu: PC Bangai-hen,Naxat Soft,30th Mar 90  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nekketsu Koukou Dodge Ball-Bu: PC Soccer-hen,Naxat Soft,03rd Apr 92  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The New Zealand Story,Taito,23rd Feb 90  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
NHK Taiga Drama: Taiheiki,NHK,31st Jan 92  ,NHK,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Night Creatures,NEC,01st Jan 91  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Niko-Niko Pun,NHK,13th Dec 91  ,NHK,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ninja Ryuukenden,Hudson Soft,24th Jan 92  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Ninja Warriors,Taito,30th Jun 89  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Advent Rising,Majesco,09th Aug 05  ,Majesco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Obocchamakun,Namco,15th Mar 91  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Operation Wolf,NEC Interchannel,31st Aug 90  ,NEC Interchannel,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Out Live,Sunsoft,17th Mar 89  ,Sunsoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
OutRun,NEC Avenue,21st Dec 90  ,NEC Avenue,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Override,Data East,08th Jan 91  ,Data East,N/A,N/A,N/A,N/A,N/A,,,,,,,,
P-47: The Freedom Fighter,Aicom,20th Mar 89  ,Aicom,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pac-Land,NEC,01st Jan 90  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pachi-Slot PC,Unknown,01st Jan 92  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pachiokun: Juban Shobu,Coconuts Japan,13th Mar 92  ,Coconuts Japan,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Psychosis,NEC,01st Jan 90  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Parasol Stars: The Story of Bubble Bobble III,Working Designs,01st Jan 91  ,Working Designs,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Parodius Da! Shinwa Kara Owarai e,Konami,21st Feb 92  ,Konami,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Crazy Machines 2,Viva Media,20th Jun 08  ,Viva Media,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Populous,Hudson Soft,05th Apr 91  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power Drift,Asmik Ace Entertainment,13th Apr 90  ,Asmik Ace Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power Eleven,Hudson Soft,21st Jun 91  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power Gate,Pack-In-Video,30th Aug 91  ,Pack-In-Video,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Lil Monster""",Agetec,31st Aug 00  ,Agetec,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Nitrobike,Ubisoft,14th Oct 08  ,Ubisoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Power League 93""",Hudson Soft,15th Oct 93  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ghostbusters,Activision,01st Oct 88  ,Activision,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Golf Grand Slam,Atlus,27th Aug 91  ,Atlus,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Greg Normans Golf Power""",Virgin Interactive,01st Jul 92  ,Virgin Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Great Waldo Search,THQ,01st Dec 92  ,THQ,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Guerrilla War,SNK,01st Jun 89  ,SNK,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ghostbusters II,Activision,01st Apr 90  ,Activision,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Godzilla: Monster of Monsters!,TOHO,01st Oct 90  ,TOHO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Godzilla 2: War of the Monsters,TOHO,01st Feb 92  ,TOHO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gotcha! The Sport!,LJN,01st Nov 87  ,LJN,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ghost Lion,Kemco,01st Oct 92  ,Kemco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gun Nac,ASCII Entertainment,01st Sep 91  ,ASCII Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power League 4,Hudson Soft,09th Aug 91  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power League 5,Hudson Soft,07th Aug 92  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power League II,Hudson Soft,08th Aug 89  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power League III,Hudson Soft,10th Aug 90  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power Tennis,Hudson Soft,25th Jun 93  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
World Court Tennis,NEC,01st Jan 89  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pro Yakyuu World Stadium,Namco,20th May 88  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Pro Yakyuu World Stadium 91""",Namco,21st Mar 91  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Psycho Chaser,Naxat Soft,06th Apr 90  ,Naxat Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Puzzle Boy,Nippon Telenet,22nd Feb 91  ,Nippon Telenet,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Puzznic,Taito,29th Jun 90  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Quiz Tokou Shashin,Unknown,01st Jan 92  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Lunar: Sanposuru Gakuen,Game Arts,12th Jan 96  ,Game Arts,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""NFL 95""",Sega,01st Aug 94  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
NHL All-Star Hockey,Sega,01st Jan 95  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
NHL Hockey,Electronic Arts,01st Jan 94  ,Electronic Arts,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ninku,Sega,21st Jul 95  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ninku 2: Tenkuuryuu e no Michi,Sega,22nd Dec 95  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Panzer Dragoon Mini,Sega,22nd Nov 96  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pete Sampras Tennis,Codemasters,01st Jan 94  ,Codemasters,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Phantasy Star Adventure,Sega,13th Mar 92  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Phantom 2040,Viacom,01st Jan 95  ,Viacom,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pop Breaker,Micro Cabin,23rd Feb 91  ,Micro Cabin,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Popeye Beach Volley Ball,Technos Japan Corporation,12th Aug 94  ,Technos Japan Corporation,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Power Strike II,Sega,01st Jan 94  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Predator 2,Arena Entertainment,01st Jan 92  ,Arena Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Primal Rage,Time Warner Interactive,01st Jan 95  ,Time Warner Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gobs of Games,3DO,01st Sep 00  ,3DO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Golden Goal,Take-Two Interactive,01st Jan 99  ,Take-Two Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Golf Daisuki!,KID,29th Oct 99  ,KID,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Grand Theft Auto,Rockstar Games,01st Jan 99  ,Rockstar Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Grand Theft Auto 2,Rockstar Games,01st Dec 00  ,Rockstar Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Typing of the Dead,Empire Interactive,23rd Sep 01  ,Empire Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Quiz Sekai wa Show by Shoubai!!,Takara,07th Aug 92  ,Takara,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Versus Hero,Banpresto,07th Aug 92  ,Banpresto,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hands of Time,Titus,02nd Oct 01  ,Titus,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hello Kitty no Beads Koubou,Imagineer,17th Jul 99  ,Imagineer,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hello Kitty no Happy House,MTO,02nd Mar 02  ,MTO,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hero Hero Kun,Imagineer,09th Feb 01  ,Imagineer,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""M & Ms Mini Madness""",Majesco,08th Dec 00  ,Majesco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Magical Drop,Classified Games,18th Oct 00  ,Classified Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Magi Nation,Unknown,01st Mar 01  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Metamode,KOEI,24th Feb 00  ,KOEI,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Metal Gear Solid,Konami,24th Apr 00  ,Konami,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gift,Cryo Interactive,31st Aug 01  ,Cryo Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Go Raku O Tango!,J-Wing,11th Feb 00  ,J-Wing,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Grinch,Konami,01st Nov 00  ,Konami,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gyouten Ningen Batseelor: Doctor Guy no Yabou,Konami,01st Nov 01  ,Konami,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Gex: Enter the Gecko,Crave Entertainment,01st Dec 98  ,Crave Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Evel Knievel,Rockstar Games,30th Nov 99  ,Rockstar Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Extreme Ghostbusters,LSP Games,02nd Apr 01  ,LSP Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Harlem Globetrotters,GameTek,01st Mar 91  ,GameTek,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hatris,Bullet Proof Software,01st Apr 92  ,Bullet Proof Software,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Heavy Shreddin""",Parker Bros.,01st Jun 90  ,Parker Bros.,N/A,N/A,N/A,N/A,N/A,,,,,,,,
High Speed,Tradewest,01st Jul 91  ,Tradewest,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hollywood Squares,GameTek,01st Sep 89  ,GameTek,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Home Alone,THQ,01st Oct 91  ,THQ,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Home Alone 2: Lost in New York,THQ,01st Oct 92  ,THQ,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hook,Sony Imagesoft,01st Apr 92  ,Sony Imagesoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hoops,Jaleco,01st Jun 89  ,Jaleco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hudson Hawk,Sony Imagesoft,01st Feb 92  ,Sony Imagesoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Hunt for Red October,Hi Tech Expressions,01st Jan 91  ,Hi Tech Expressions,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Rabio Lepus Special,Video System,19th Oct 90  ,Video System,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Racing Damashii,Irem Software Engineering,19th Jul 91  ,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Raiden,NEC,01st Jan 91  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Rastan Saga II,Taito,06th Jul 90  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Rock On,Unknown,22nd Aug 89  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Tatsu no Ko Fighter,Tonkin House,20th Oct 89  ,Tonkin House,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ryuukyuu,FACE,26th Oct 90  ,FACE,N/A,N/A,N/A,N/A,N/A,,,,,,,,
S.C.I.: Special Criminal Investigation,Taito,25th Jan 91  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sadakichi Seven: Hideyoshi no Ougon,Hudson Soft,18th Nov 88  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Tensei Ryuu: Saint Dragon,Aicom,21st Dec 90  ,Aicom,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Salamander,Konami,06th Dec 91  ,Konami,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sekigahara,Tonkin House,14th Sep 90  ,Tonkin House,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sengoku Mahjong,Hudson Soft,08th Jul 88  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Youkai Douchuuki,Namco,05th Feb 88  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shanghai,Hudson Soft,30th Oct 87  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shinobi,Asmik Ace Entertainment,08th Dec 89  ,Asmik Ace Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shiryou Sensen: War of the Dead,Victor Interactive,24th Mar 89  ,Victor Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shogi Shodan Icchohusen,Home Data,10th Aug 90  ,Home Data,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shogi Shoshinsha Muyou,Home Data,29th Nov 91  ,Home Data,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pirates!,Ultra Games,01st Oct 91  ,Ultra Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
To The Earth,Nintendo,01st Nov 89  ,Nintendo,N/A,N/A,N/A,N/A,N/A,,,,,,,,
The Immortal,Electronic Arts,01st Nov 90  ,Electronic Arts,N/A,N/A,N/A,N/A,N/A,,,,,,,,
R.C. Grand Prix,Absolute Entertainment,01st Jan 92  ,Absolute Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Riddick Bowe Boxing,Extreme Entertainment Group,01st Jan 93  ,Extreme Entertainment Group,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ronald McDonald in Magical World,Sega,04th Mar 94  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""SD Gundam: Winners History""",Bandai,24th Mar 95  ,Bandai,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shanghai II,Sunsoft,27th Dec 90  ,Sunsoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Shikinjo,Sunsoft,26th Apr 91  ,Sunsoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Solitaire Funpak,Interplay,01st Jan 94  ,Interplay,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ecks vs. Sever,BAM! Entertainment,27th Nov 01  ,BAM! Entertainment,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Hammerin Harry""",Irem Software Engineering,01st Jan 92  ,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hot Slots,Hacker International,01st Jan 91  ,Hacker International,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Marby Baby Story,Ponos,18th Feb 99  ,Ponos,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Hellraiser,Unknown,31st Dec 20  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Rocket Power: Gettin Air""",THQ,27th Mar 01  ,THQ,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Rocket Power: Extreme Arcade Games,THQ,14th Oct 01  ,THQ,N/A,N/A,N/A,N/A,N/A,,,,,,,,
UNO,Mattel Interactive,16th Dec 99  ,Mattel Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Goal! Two,Jaleco,01st Nov 92  ,Jaleco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Galactic Crusader,Bunch Games,01st Jan 90  ,Bunch Games,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Capcoms Gold Medal Challenge 92""",Capcom,01st Aug 92  ,Capcom,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Top Players Tennis,Asmik Corp,01st Jan 90  ,Asmik Corp,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Fisher Price: Perfect Fit,GameTek,01st Mar 90  ,GameTek,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Formula 1 Sensation,Unknown,31st Dec 20  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Elite,Firebird,01st Jan 91  ,Firebird,N/A,N/A,N/A,N/A,N/A,,,,,,,,
UEFA 2000,Infogrames,01st Jan 00  ,Infogrames,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Ultimate Paintball,Majesco,01st Sep 00  ,Majesco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Image Fight,Irem Software Engineering,01st Jul 90  ,Irem Software Engineering,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Papyrus,Ubisoft,01st Jan 00  ,Ubisoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Planet of the Apes,Ubisoft,06th Dec 01  ,Ubisoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pocket Bowling,Jaleco,15th Aug 99  ,Jaleco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pocket Color Billiard,Bottom Up,24th Dec 99  ,Bottom Up,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pocket Hanafuda,Bottom Up,11th Jun 99  ,Bottom Up,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pocket Cooking,J-Wing,24th Aug 01  ,J-Wing,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Pocket King,Namco,23rd Feb 01  ,Namco,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sindibad: Chitei no Daimakyuu,IGS,02nd Jun 90  ,IGS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sinistron,IGS,01st Jan 91  ,IGS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Skweek,Victor Interactive,02nd Aug 91  ,Victor Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Son Son II,NEC,27th Jan 89  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Sonic Spike,IGS,01st Jan 90  ,IGS,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Space Harrier,NEC,09th Dec 88  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Space Invaders: Fukkatsu no Hi,Taito,02nd Mar 90  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Spin Pair,Media Rings,14th Dec 90  ,Media Rings,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Spiral Wave,Media Rings,13th Dec 91  ,Media Rings,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Stratego,Victor Interactive,24th Jul 92  ,Victor Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Street Fighter II: Champion Edition""",NEC,12th Jun 93  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Strip Fighter II,Unknown,01st Jan 93  ,Unknown,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Super Metal Crusher,Pack-In-Video,29th Nov 91  ,Pack-In-Video,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Super Momotarou Dentetsu,Hudson Soft,15th Sep 89  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Super Momotarou Dentetsu II,Hudson Soft,20th Dec 91  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Super Volleyball,NEC,01st Jan 90  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Susano O Densetsu,Hudson Soft,27th Apr 89  ,Hudson Soft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Soukoban,Riverhillsoft,15th Dec 90  ,Riverhillsoft,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Cheese Cat-Astrophe Starring Speedy Gonzales,Sega,01st Jan 95  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Striker,Sega,01st Jan 94  ,Sega,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Superman: The Man of Steel,Virgin Interactive,01st Jan 93  ,Virgin Interactive,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Takeda Shingen,Aicom,28th Jul 89  ,Aicom,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Takin It to the Hoop""",NEC,01st Jan 90  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
"b""Disneys TaleSpin""",NEC,01st Jan 91  ,NEC,N/A,N/A,N/A,N/A,N/A,,,,,,,,
Tatsujin,Taito,24th Jul 92  ,Taito,N/A,N/A,N/A,N/A,N/A,,,,,,,,
